Date,Net_Sales,Orders,Guests,holiday,is_gameday,is_pride_festival,is_arnold,Average Temp (°F),Average Humidity (%),Common Weather Description
1/8/2024,2747.2,51,83,,No,No,No,35.74,74.73,overcast clouds
1/9/2024,2662.03,56,100,,No,No,No,43.02,94.91,light rain
1/10/2024,3436.57,74,142,,No,No,No,35.45,89.67,overcast clouds
1/11/2024,3493.61,84,159,,No,No,No,39.04,76.18,overcast clouds
1/12/2024,6273.02,111,227,,No,No,No,37.06,81,light rain
1/13/2024,5973.7,102,251,,No,No,No,24.91,75.91,light snow
1/14/2024,3701.56,71,165,,No,No,No,11.68,66,sky is clear
1/15/2024,4310.96,88,195,Martin Luther King Jr. Day,No,No,No,12.07,66.55,sky is clear
1/16/2024,2294.7,52,96,,No,No,No,13,71.18,broken clouds
1/17/2024,2758.25,68,124,,No,No,No,15.55,57.55,sky is clear
1/18/2024,2360.41,55,88,,No,No,No,26.13,51.27,overcast clouds
1/19/2024,5073.84,95,188,,No,No,No,24.22,83.64,light snow
1/20/2024,9113.04,159,355,,No,No,No,11.51,74.64,light snow
1/21/2024,3590.85,60,139,,No,No,No,19.81,75.82,overcast clouds
1/22/2024,2288.59,54,111,,No,No,No,26.5,67.36,sky is clear
1/23/2024,2939.37,64,114,,No,No,No,37.36,82.5,light rain
1/24/2024,3032.25,70,122,,No,No,No,46.56,97.55,moderate rain
1/25/2024,3042.79,61,129,,No,No,No,52.96,98.07,light rain
1/26/2024,7394.04,137,300,,No,No,No,50.91,89.73,overcast clouds
1/27/2024,8624.44,154,381,,No,No,No,42.23,94.45,overcast clouds
1/28/2024,3146.42,57,127,,No,No,No,40.89,95.64,light rain
1/29/2024,1833.35,48,82,,No,No,No,35.18,86.45,overcast clouds
1/30/2024,3289.26,59,120,,No,No,No,35.72,86.27,overcast clouds
1/31/2024,4641.01,84,159,,No,No,No,37.15,90.55,overcast clouds
2/1/2024,3296.17,73,126,,No,No,No,43.31,77.82,sky is clear
2/2/2024,7108.9,139,261,,No,No,No,43.11,73.91,overcast clouds
2/3/2024,9061.86,155,344,,No,No,No,36.68,80.27,sky is clear
2/4/2024,4321.38,82,175,,No,No,No,41.85,66.82,sky is clear
2/5/2024,2532.26,58,99,,No,No,No,39.75,69.27,sky is clear
2/6/2024,2742.28,60,104,,No,No,No,38.72,67.27,sky is clear
2/7/2024,3196.65,74,123,,No,No,No,41.45,57.64,sky is clear
2/8/2024,3184.92,62,131,,No,No,No,50.76,49.27,sky is clear
2/9/2024,6555.46,123,273,,No,No,No,56.09,66.55,scattered clouds
2/10/2024,8028.66,144,330,,No,No,No,56.33,83.64,light rain
2/11/2024,1629.47,31,74,,No,No,No,41.9,72.91,overcast clouds
2/12/2024,1457.9,39,58,,No,No,No,38.7,72.82,sky is clear
2/13/2024,3374.48,73,114,,No,No,No,39.36,63.09,scattered clouds
2/14/2024,6248.89,114,235,Valentine's Day,No,No,No,38.22,55,sky is clear
2/15/2024,3885.68,83,167,,No,No,No,43.45,64.18,sky is clear
2/16/2024,4314.65,79,154,,No,No,No,33.78,64.91,overcast clouds
2/17/2024,9814.4,166,393,,No,No,No,23.65,75.73,light snow
2/18/2024,5649.93,92,228,,No,No,No,24.98,65.55,sky is clear
2/19/2024,4361.4,94,180,,No,No,No,32.56,71.27,sky is clear
2/20/2024,3240.35,62,105,,No,No,No,40.82,59.45,sky is clear
2/21/2024,2376.65,54,116,,No,No,No,47.83,51.55,sky is clear
2/22/2024,5705.69,94,205,,No,No,No,50.33,72.91,light rain
2/23/2024,6920.47,117,243,,No,No,No,49.89,80.91,mist
2/24/2024,10820.68,157,420,,No,No,No,27.95,77.18,snow
2/25/2024,4358.71,82,196,,No,No,No,36.11,67.18,sky is clear
2/26/2024,2604.12,62,114,,No,No,No,52.78,59.64,sky is clear
2/27/2024,3033.65,60,103,,No,No,No,62.04,62.73,light rain
2/28/2024,3728.54,66,138,,No,No,No,46.73,86.45,overcast clouds
2/29/2024,2915.56,61,119,,No,No,Arnold Classic,32.16,49.27,sky is clear
3/1/2024,5758.51,106,244,,No,No,Arnold Classic,37.71,60.09,sky is clear
3/2/2024,10839.64,172,459,,No,No,Arnold Classic,46.94,91.67,overcast clouds
3/3/2024,4851.42,74,216,,No,No,Arnold Classic,56.11,75,overcast clouds
3/4/2024,2948.35,62,115,,No,No,No,62.38,71.55,scattered clouds
3/5/2024,2591.55,57,109,,No,No,No,63.42,73.09,light rain
3/6/2024,3701.6,78,152,,No,No,No,53.69,96.09,light rain
3/7/2024,4298.85,83,169,,No,No,No,47.51,83,overcast clouds
3/8/2024,6964.52,123,270,,No,No,No,51.33,90.09,light rain
3/9/2024,10275.9,173,409,,No,No,No,50.26,90.09,light rain
3/10/2024,4462.24,86,199,,No,No,No,35.28,72.18,light rain
3/11/2024,3237.13,68,110,,No,No,No,42.76,52.27,sky is clear
3/12/2024,2652.6,60,98,,No,No,No,55.7,50.09,sky is clear
3/13/2024,3824.85,80,165,,No,No,No,60.9,48,sky is clear
3/14/2024,4332.89,70,130,,No,No,No,64.71,61.58,sky is clear
3/15/2024,5545.74,107,209,,No,No,No,49.99,88.75,light rain
3/16/2024,8697.7,149,351,,No,No,No,50.05,69.91,sky is clear
3/17/2024,3332.26,64,136,,No,No,No,45.36,53.27,sky is clear
3/18/2024,2502.97,52,123,,No,No,No,33.25,60.27,overcast clouds
3/19/2024,2749.05,68,120,,No,No,No,38.8,53.82,scattered clouds
3/20/2024,4968.11,82,162,,No,No,No,47.02,49,scattered clouds
3/21/2024,3744.82,77,152,,No,No,No,33.75,45.45,sky is clear
3/22/2024,6206.57,118,241,,No,No,No,39.4,55.91,overcast clouds
3/23/2024,9499.72,140,358,,No,No,No,36.5,69.91,overcast clouds
3/24/2024,4960.45,62,149,,No,No,No,37.92,50,sky is clear
3/25/2024,2882.15,62,115,,No,No,No,56.43,32.45,sky is clear
3/26/2024,3879.74,79,151,,No,No,No,51.85,84.45,light rain
3/27/2024,3902.03,76,167,,No,No,No,44.97,74.36,overcast clouds
3/28/2024,6002.76,86,191,,No,No,No,42.68,65.73,sky is clear
3/29/2024,7424.17,130,277,,No,No,No,51.13,54.55,sky is clear
3/30/2024,8005.5,131,311,,No,No,No,55.5,74.82,moderate rain
4/1/2024,2981.41,58,119,,No,No,No,58.46,82.82,overcast clouds
4/2/2024,2232.6,52,93,,No,No,No,61.08,92.73,light rain
4/3/2024,3903.7,77,164,,No,No,No,45.62,73.36,overcast clouds
4/4/2024,5163.63,100,200,,No,No,No,41.47,82.64,light rain
4/5/2024,7568.17,142,284,,No,No,No,41.89,69.73,overcast clouds
4/6/2024,9512.93,164,401,,No,No,No,46.92,60.36,overcast clouds
4/7/2024,3910.61,69,152,,No,No,No,50.84,58.82,sky is clear
4/8/2024,4051.69,78,173,,No,No,No,65.39,52.91,sky is clear
4/9/2024,3347.34,70,126,,No,No,No,63.68,80.18,overcast clouds
4/10/2024,3488.85,70,145,,No,No,No,59.74,90.75,light rain
4/11/2024,3278.45,60,145,,No,No,No,61.27,95.45,light rain
4/12/2024,9135.78,147,307,,No,No,No,51.68,83.55,light rain
4/13/2024,9067.43,149,332,,No,No,No,55.85,52.73,sky is clear
4/14/2024,4390.37,64,181,,No,No,No,69.86,51.45,sky is clear
4/15/2024,4361.32,81,159,,No,No,No,71.13,62.91,sky is clear
4/16/2024,4040.35,84,160,,No,No,No,71.49,50.27,sky is clear
4/17/2024,3981.26,76,144,,No,No,No,69.33,75.73,light rain
4/18/2024,4615.36,87,192,,No,No,No,63.98,63.91,sky is clear
4/19/2024,7411.41,129,269,,No,No,No,60.2,75.64,overcast clouds
4/20/2024,8043.42,164,393,,No,No,No,52.24,48.91,sky is clear
4/21/2024,3516.06,66,154,,No,No,No,45.65,53.73,overcast clouds
4/22/2024,3554.4,70,136,,No,No,No,51.31,50.91,sky is clear
4/23/2024,4044.23,82,143,,No,No,No,59.74,46.36,sky is clear
4/24/2024,3663.55,76,144,,No,No,No,53.13,77.55,overcast clouds
4/25/2024,3507,71,132,,No,No,No,48.72,62.18,sky is clear
4/26/2024,7586.78,134,302,,No,No,No,61.4,53.18,sky is clear
4/27/2024,9502.71,162,353,,No,No,No,72.53,59.73,scattered clouds
4/28/2024,5455.34,91,236,,No,No,No,75.16,60.27,scattered clouds
4/29/2024,1990.06,43,71,,No,No,No,75.3,58.45,sky is clear
4/30/2024,4162.21,76,125,,No,No,No,66.89,79,moderate rain
5/1/2024,4955.59,74,142,,No,No,No,70.75,60.64,sky is clear
5/2/2024,3096.07,63,120,,No,No,No,75.62,53.09,sky is clear
5/3/2024,5707.89,115,233,,No,No,No,72.25,70,light rain
5/4/2024,9908.53,151,372,,No,No,No,70.61,85.27,light rain
5/5/2024,20480.35,257,750,Cinco de Mayo,No,No,No,71.13,84,overcast clouds
5/6/2024,4130.22,59,121,,No,No,No,67.11,91.09,light rain
5/7/2024,3726.8,64,128,,No,No,No,70.87,82,broken clouds
5/8/2024,6159.34,80,158,,No,No,No,74.3,64.91,sky is clear
5/9/2024,4352.78,78,147,,No,No,No,66.48,87.27,moderate rain
5/10/2024,7263.8,126,274,,No,No,No,59.78,69.36,scattered clouds
5/11/2024,9528.36,159,357,,No,No,No,59.38,68.64,broken clouds
5/12/2024,9417.42,109,416,,No,No,No,62.39,56,sky is clear
5/13/2024,2770.33,63,111,,No,No,No,71.01,53.18,sky is clear
5/14/2024,3577.5,72,122,,No,No,No,63.2,90.77,overcast clouds
5/15/2024,4558.26,91,167,,No,No,No,64.78,94.27,light rain
5/16/2024,4588.77,83,189,,No,No,No,70.17,73.55,sky is clear
5/17/2024,7233.95,130,275,,No,No,No,67.85,87.91,light rain
5/18/2024,11701.52,148,386,,No,No,No,72.95,76.27,light rain
5/19/2024,3733.35,38,109,,No,No,No,77.72,61.09,sky is clear
5/20/2024,3077.59,64,124,,No,No,No,79.68,58.64,sky is clear
5/21/2024,3919.3,83,155,,No,No,No,80.22,59,scattered clouds
5/22/2024,5317.7,86,206,,No,No,No,75.12,75.91,light rain
5/23/2024,4509.66,87,391,,No,No,No,74.29,68.64,broken clouds
5/24/2024,7852.3,142,293,,No,No,No,76.9,69.27,light rain
5/25/2024,10026.17,120,268,,No,No,No,78.64,65.73,light rain
5/26/2024,3682.55,48,100,,No,No,No,75.89,72.36,sky is clear
5/28/2024,4070.75,79,135,,No,No,No,69.57,66,light rain
5/29/2024,3768.45,82,158,,No,No,No,62.32,78.64,light rain
5/30/2024,6101.15,102,240,,No,No,No,64.37,53.73,sky is clear
5/31/2024,7110.08,132,273,,No,No,No,65.89,46.73,sky is clear
6/1/2024,11964.13,133,338,,No,No,No,71.63,50.64,sky is clear
6/2/2024,4472,55,135,,No,No,No,66,90.25,overcast clouds
6/3/2024,3344.06,71,141,,No,No,No,74.96,76.82,light rain
6/4/2024,4769.86,86,160,,No,No,No,79.87,64.18,sky is clear
6/5/2024,4550.75,96,180,,No,No,No,75.44,82.18,broken clouds
6/6/2024,5649.4,110,965,,No,No,No,75.17,72.09,light rain
6/7/2024,7755.58,124,255,,No,No,No,71.18,50.55,sky is clear
6/8/2024,7584.15,127,285,,No,No,No,70.04,58.36,sky is clear
6/9/2024,3233.36,47,118,,No,No,No,70.59,56.64,scattered clouds
6/10/2024,3362.23,64,136,,No,No,No,59.8,68,scattered clouds
6/11/2024,4429.62,92,203,,No,No,No,63,61.4,scattered clouds
6/12/2024,4850.12,98,223,,No,No,No,70.9,51.9,scattered clouds
6/13/2024,5524.85,112,218,,No,No,No,75.6,53,scattered clouds
6/14/2024,9144.15,133,294,,No,No,No,77.5,54.2,scattered clouds
6/15/2024,9749.01,151,391,,No,No,No,71.6,45.1,sky is clear
6/16/2024,6617.57,89,280,,No,No,No,75.9,45.8,sky is clear
6/17/2024,2875.79,57,128,,No,No,No,81.5,60.3,scattered clouds
6/18/2024,5151.68,102,224,,No,No,No,83.8,63.3,scattered clouds
6/19/2024,6368.56,112,264,,No,No,No,82.5,69.2,scattered clouds
6/20/2024,5144.12,93,165,,No,No,No,82.6,64.9,scattered clouds
6/21/2024,7786.8,135,287,,No,No,No,85.5,56.8,broken clouds
6/22/2024,8208.82,144,307,,No,No,No,84.9,56.2,broken clouds
6/23/2024,2280.45,45,97,,No,No,No,81,67.8,light rain
6/24/2024,4263.25,93,178,,No,No,No,75.5,60,scattered clouds
6/25/2024,4560.76,85,196,,No,No,No,74,69.3,light rain
6/26/2024,4869.34,92,206,,No,No,No,73,81.3,light rain
6/27/2024,4351.3,91,196,,No,No,No,70.6,72.9,broken clouds
6/28/2024,7933.64,152,319,,No,No,No,76,58.2,scattered clouds
6/29/2024,10086.88,157,372,,No,No,No,82.1,72.2,light rain
6/30/2024,2852.55,48,134,,No,No,No,76.1,66,scattered clouds
7/1/2024,4395.07,91,191,,No,No,No,66.5,58,broken clouds
7/2/2024,4263.52,87,177,,No,No,No,73.9,52.3,scattered clouds
7/3/2024,5302.46,98,201,,No,No,No,80.5,70.4,light rain
7/4/2024,0,0,0,,No,No,No,79.1,83.5,light rain
7/5/2024,8488.11,169,353,,No,No,No,75.4,81.2,light rain
7/6/2024,7848.37,139,326,,No,No,No,76.5,67.3,scattered clouds
7/7/2024,2018.43,34,90,,No,No,No,77.1,63.7,scattered clouds
7/8/2024,3581.25,77,137,,No,No,No,79.4,61.5,scattered clouds
7/9/2024,9231.7,105,192,,No,No,No,81,66.2,scattered clouds
7/10/2024,3146.88,81,153,,No,No,No,74.1,76.5,scattered clouds
7/11/2024,5751.49,105,224,,No,No,No,74.6,64.2,scattered clouds
7/12/2024,7500.3,144,283,,No,No,No,79.1,63,scattered clouds
7/13/2024,11604.71,182,442,,No,No,No,79.6,70.1,light rain
7/14/2024,1821.11,34,90,,No,No,No,76.8,77.7,light rain
7/15/2024,4390.82,92,195,,No,No,No,78.5,73.7,light rain
7/16/2024,3728.53,75,149,,No,No,No,81.5,62.8,scattered clouds
7/17/2024,3931.35,77,156,,No,No,No,77.4,76.3,light rain
7/18/2024,5879.74,109,223,,No,No,No,71.8,62,scattered clouds
7/19/2024,8565.95,154,330,,No,No,No,70.1,59.9,scattered clouds
7/20/2024,9933.96,170,346,,No,No,No,73.5,52.5,scattered clouds
7/21/2024,2374.8,45,98,,No,No,No,73.2,59.4,scattered clouds
7/22/2024,4591.1,97,184,,No,No,No,73.1,71.1,scattered clouds
7/23/2024,6064.87,109,185,,No,No,No,75.4,73.4,light rain
7/24/2024,7013.49,136,520,,No,No,No,76.9,71.1,scattered clouds
7/25/2024,4524.32,104,217,,No,No,No,76.2,66,scattered clouds
7/26/2024,6300.5,115,265,,No,No,No,72.4,57.2,scattered clouds
7/27/2024,8201.43,145,348,,No,No,No,74.1,54.7,sky is clear
7/28/2024,2014.69,31,97,,No,No,No,77.7,58.5,scattered clouds
7/29/2024,4056.25,74,139,,No,No,No,78.8,76.8,light rain
7/30/2024,5546.65,79,208,,No,No,No,79,73.4,scattered clouds
7/31/2024,4750.86,82,257,,No,No,No,81.1,73.3,scattered clouds
8/1/2024,5416.3,100,204,,No,No,No,80,74.7,light rain
8/2/2024,6849.14,124,254,,No,No,No,74.5,86.1,light rain
8/3/2024,9545.09,166,397,,No,No,No,74.2,83.6,light rain
8/4/2024,2499.51,46,121,,No,No,No,79,70.9,broken clouds
8/5/2024,3781.25,81,165,,No,No,No,81,70.4,scattered clouds
8/6/2024,6615.1,114,279,,No,No,No,81.9,70.2,light rain
